"466/0081","FCBD 2014 COMM ARTIST SKOTTIE YOUNG RED T/S LG  ",,10.30,,,1,,"FREE COMIC BOOK DAY"
"466/0082","FCBD 2014 COMM ARTIST SKOTTIE YOUNG RED T/S XL  ",,10.30,,,1,,"FREE COMIC BOOK DAY"
"466/0083","FCBD 2014 COMM ARTIST SKOTTIE YOUNG RED T/S XXL  ",,12.75,,,1,,"FREE COMIC BOOK DAY"
"466/0084","FCBD 2014 ARCHIE DIGEST #1 ",,0.30,,,,,"FREE COMIC BOOK DAY"
"466/0085","FCBD 2014 BONGO-FOR-ALL ",,0.30,,,,,"FREE COMIC BOOK DAY"
"466/0086","FCBD 2014 KABOOM SUMMER BL",,0.36,,,,,"FREE COMIC BOOK DAY"
"466/0087","FCBD 2014 DH AVATAR BITTY HELLBOY REXODUS ",,0.33,,,,,"FREE COMIC BOOK DAY"
"466/0091","VEIL #1 (OF 5) ",,2.35,,,,,"DARK HORSE"
"466/0092","HELLBOY 20TH ANNIVERSARY SAMPLER BUNDLE ",,0.35,,,,,"DARK HORSE"
"466/0093","BPRD VOL 02 SOUL OF VENICE AND OTHER STORIES  ",,10.99,,,,,"DARK HORSE"
"466/0094","BPRD TP VOL 03 PLAGUE OF FROGS (NEW PTG)  ",,10.99,,,,,"DARK HORSE"
"466/0095","BPRD TP VOL 04 THE DEAD  ",,10.99,,,,,"DARK HORSE"
"466/0096","BPRD TP VOL 06 UNIVERSAL MACHINE NEW PTG  ",,10.99,,,,,"DARK HORSE"
"466/0097","BPRD TP VOL 07 GARDEN OF SOULS NEW PTG  ",,10.99,,,,,"DARK HORSE"
"466/0098","BPRD TP VOL 08 KILLING GROUND NEW PTG  ",,10.99,,,,,"DARK HORSE"
"466/0099","BPRD TP VOL 10 THE WARNING NEW PTG  ",,10.99,,,,,"DARK HORSE"
"466/0100","BPRD TP VOL 11 BLACK GODDESS NEW PTG  ",,10.99,,,,,"DARK HORSE"
"466/0101","BPRD TP VOL 12 WAR ON FROGS  ",,10.99,,,,,"DARK HORSE"
"466/0102","BPRD TP VOL 13 1947   ",,10.99,,,,,"DARK HORSE"
"466/0103","BPRD TP VOL 14 KING OF FEAR  ",,10.99,,,,,"DARK HORSE"
"466/0104","BPRD BEING HUMAN TP  ",,10.99,,,,,"DARK HORSE"
"466/0105","BPRD HELL ON EARTH VOL 02 GODS AND MONSTERS  ",,12.50,,,,,"DARK HORSE"
"466/0106","BPRD HELL ON EARTH TP VOL 03 RUSSIA  ",,12.50,,,,,"DARK HORSE"
"466/0107","BPRD HELL ON EARTH TP VOL 04 ",,12.50,,,,,"DARK HORSE"
"466/0108","BPRD HELL ON EARTH TP VOL 05 ",,12.50,,,,,"DARK HORSE"
"466/0109","BPRD PLAGUE OF FROGS HC VOL 01  ",,20.25,,,,,"DARK HORSE"
"466/0110","BPRD PLAGUE OF FROGS HC VOL 02  ",,20.25,,,,,"DARK HORSE"
"466/0111","BPRD PLAGUE OF FROGS HC VOL 03  ",,20.25,,,,,"DARK HORSE"
"466/0112","BPRD PLAGUE OF FROGS HC VOL 04  ",,20.25,,,,,"DARK HORSE"
"466/0113","HELLBOY VOL 01 SEED OF DESTRUCTION (NEW PTG)  ",,10.99,,,,,"DARK HORSE"
"466/0114","HELLBOY TP VOL 02 WAKE THE DEVIL (6TH PTG)  ",,10.99,,,,,"DARK HORSE"
"466/0115","HELLBOY VOL 04 RIGHT HAND OF DOOM (NEW PTG)  ",,10.99,,,,,"DARK HORSE"
"466/0116","HELLBOY TP VOL 06 STRANGE PLACES  ",,10.99,,,,,"DARK HORSE"
"466/0117","HELLBOY TP VOL 07 THE TROLL WITCH & OTHERS  ",,10.99,,,,,"DARK HORSE"
"466/0118","HELLBOY TP VOL 08 DARKNESS CALLS  ",,12.50,,,,,"DARK HORSE"
"466/0119","HELLBOY TP VOL 09 WILD HUNT  ",,12.50,,,,,"DARK HORSE"
"466/0120","HELLBOY TP VOL 11 BRIDE OF HELL & OTHERS  ",,12.50,,,,,"DARK HORSE"
"466/0121","HELLBOY TP VOL 12 THE STORM AND THE FURY  ",,12.50,,,,,"DARK HORSE"
"466/0122","HELLBOY COMPANION TP  ",,8.99,,,,,"DARK HORSE"
"466/0123","HELLBOY HOUSE OF THE LIVING DEAD HC  ",,8.99,,,,,"DARK HORSE"
"466/0124","HELLBOY TP MASKS AND MONSTERS  ",,10.99,,,,,"DARK HORSE"
"466/0125","HELLBOY IN HELL TP VOL 01 DESCENT ","our price",9.79,"reduced from","£13.50",,,"DARK HORSE"
"466/0126","ABE SAPIEN #11",,2.35,,,,,"DARK HORSE"
"466/0127","BPRD HELL ON EARTH #117",,2.35,,,,,"DARK HORSE"
"466/0128","BPRD HELL ON EARTH #117 HARREN 1-20 VAR",,8.99,,,,,"DARK HORSE"
"466/0129","1 FOR $1 BPRD HELL ON EARTH",,0.72,,,,,"DARK HORSE"
"466/0130","LOBSTER JOHNSON GET LOBSTER #2 (OF 5)",,2.65,,,,,"DARK HORSE"
"466/0131","SLEDGEHAMMER 44 TP VOL 01 ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0132","GRINDHOUSE DOORS OPEN AT MIDNIGHT #6 (OF 8)",,2.65,,,,,"DARK HORSE"
"466/0133","STRAIN THE FALL #9",,2.65,,,,,"DARK HORSE"
"466/0134","BTVS SEASON 10 #1 MAIN CVR",,2.35,,,,,"DARK HORSE"
"466/0135","BTVS SEASON 10 #1 ISAACS VAR",,2.35,,,,,"DARK HORSE"
"466/0137","BEASTS OF BURDEN HUNTERS GATHERERS ONE SHOT",,2.35,,,,,"DARK HORSE"
"466/0138","NOSFERATU WARS ONE SHOT",,2.65,,,,,"DARK HORSE"
"466/0139","CATALYST COMIX #9 ",,1.99,,,,,"DARK HORSE"
"466/0140","BAD BLOOD #3 (OF 5)",,2.65,,,,,"DARK HORSE"
"466/0141","CAPTAIN MIDNIGHT #9",,1.99,,,,,"DARK HORSE"
"466/0142","CAPTAIN MIDNIGHT TP VOL 02 BRAVE OLD WORLD  ","our price",7.97,"reduced from","£10.99",,,"DARK HORSE"
"466/0143","BLACKOUT #1 (OF 4)",,2.35,,,,,"DARK HORSE"
"466/0144","BLACKOUT #1 (OF 4) RIVERA 1-20 VAR",,8.99,,,,,"DARK HORSE"
"466/0145","X #11 ",,1.99,,,,,"DARK HORSE"
"466/0146","SKYMAN #3 (OF 4)",,1.99,,,,,"DARK HORSE"
"466/0147","PARIAH #2 (OF 8)",,2.65,,,,,"DARK HORSE"
"466/0148","MICHAEL AVON OEMINGS VICTORIES #10 ",,2.65,,,,,"DARK HORSE"
"466/0149","EMPOWERED SPECIAL #6 INTERNAL MEDICINE",,2.65,,,,,"DARK HORSE"
"466/0150","DARK HORSE PRESENTS #34 ",,4.99,,,,,"DARK HORSE"
"466/0151","JUICE SQUEEZERS #3 (OF 4)",,2.65,,,,,"DARK HORSE"
"466/0152","WHITE SUITS #2 (OF 4)",,2.65,,,,,"DARK HORSE"
"466/0153","FURIOUS #3 (OF 5)",,2.65,,,,,"DARK HORSE"
"466/0154","RESIDENT ALIEN TP VOL 02 SUCIDE BLONDE  ","our price",7.97,"reduced from","£10.99",,,"DARK HORSE"
"466/0155","MIND MGMT #20",,2.65,,,,,"DARK HORSE"
"466/0156","MIND MGMT HC VOL 03 HOME MAKER  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0157","MASSIVE #21",,2.35,,,,,"DARK HORSE"
"466/0158","SHOOT FIRST TP  ","our price",7.24,"reduced from","£9.99",,,"DARK HORSE"
"466/0159","TRUE LIVES OF FABULOUS KILLJOYS TP  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0160","TRUE LIVES OF FABULOUS KILLJOYS LIMITED ED HC  ","our price",43.50,"reduced from","£60.00",,,"DARK HORSE"
"466/0161","SERENITY LEAVES ON THE WIND #3 (OF 6)",,2.35,,,,,"DARK HORSE"
"466/0162","SERENITY LEAVES ON THE WIND #3 (OF 6) JEANTY VAR",,2.35,,,,,"DARK HORSE"
"466/0163","TOMB RAIDER #2",,2.35,,,,,"DARK HORSE"
"466/0164","ART OF PLANTS VS ZOMBIES HC  ","our price",5.44,"reduced from","£7.50",,,"DARK HORSE"
"466/0165","EMILY AND THE STRANGERS HC VOL 01  ","our price",7.24,"reduced from","£9.99",,,"DARK HORSE"
"466/0166","MASS EFFECT FOUNDATION #9",,2.65,,,,,"DARK HORSE"
"466/0167","HALO ESCALATION #4",,2.65,,,,,"DARK HORSE"
"466/0168","WITCHER #1 (OF 5)",,2.65,,,,,"DARK HORSE"
"466/0169","ELFQUEST FINAL QUEST #2",,2.35,,,,,"DARK HORSE"
"466/0170","MURDER MYSTERIES HC VOL 2ND ED  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0171","MANDALA TP  ","our price",13.77,"reduced from","£18.99",,,"DARK HORSE"
"466/0172","FEAR AGENT TP VOL 02 MY WAR (2ND ED)  ","our price",9.42,"reduced from","£12.99",,,"DARK HORSE"
"466/0173","VANDROID #2 (OF 5)",,2.65,,,,,"DARK HORSE"
"466/0174","TERMINATOR SALVATION FINAL BATTLE #4 (OF 12)",,2.65,,,,,"DARK HORSE"
"466/0175","TERMINATOR ENEMY OF MY ENEMY #2 (OF 6)",,2.65,,,,,"DARK HORSE"
"466/0176","ART OF WOLFENSTEIN NEW ORDER HC  ","our price",21.74,"reduced from","£29.99",,,"DARK HORSE"
"466/0177","STAR WARS #15 2013 ONGOING ",,1.99,,,,,"DARK HORSE"
"466/0178","STAR WARS #6 (OF 8) LUCAS DRAFT ",,2.65,,,,,"DARK HORSE"
"466/0179","STAR WARS DARTH VADER & CRY OF SHADOWS #4",,2.35,,,,,"DARK HORSE"
"466/0180","STAR WARS DAWN O/T JEDI FORCE WAR #5 (OF 5) ",,2.35,,,,,"DARK HORSE"
"466/0181","STAR WARS LEGACY II #13 ",,1.99,,,,,"DARK HORSE"
"466/0182","STAR WARS LEGACY VOL 02 OUTCASTS BROKEN RING  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0183","STAR WARS OMNIBUS DARK TIMES TP VOL 02  ","our price",14.49,"reduced from","£19.99",,,"DARK HORSE"
"466/0185","STAR WARS OMNIBUS VOL 02 AT WAR WITH EMPIRE   ",,15.99,,,,,"DARK HORSE"
"466/0186","STAR WARS OMNIBUS EARLY VICTORIES TP   ",,15.99,,,,,"DARK HORSE"
"466/0189","STAR WARS OMNIBUS QUINLAN VOS JEDI DARKNESS   ",,15.99,,,,,"DARK HORSE"
"466/0190","STAR WARS OMNIBUS RISE OF THE SITH TP (2ND PTG)   ",,15.99,,,,,"DARK HORSE"
"466/0192","EERIE ARCHIVES HC VOL 16  ","our price",27.54,"reduced from","£37.99",,,"DARK HORSE"
"466/0193","MAGNUS ARCHIVES TP VOL 03  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0194","ALLEY OOP COMPLETE SUNDAYS HC VOL 01 1934-1936  ","our price",40.59,"reduced from","£55.99",,,"DARK HORSE"
"466/0195","SAVAGE SWORD OF CONAN TP VOL 16  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0196","SAVAGE SWORD OF CONAN TP VOL 09  ",,12.50,,,,,"DARK HORSE"
"466/0197","SAVAGE SWORD OF CONAN TP VOL 10  ",,12.50,,,,,"DARK HORSE"
"466/0198","SAVAGE SWORD OF CONAN TP VOL 11  ",,12.50,,,,,"DARK HORSE"
"466/0199","SAVAGE SWORD OF CONAN TP VOL 12  ",,12.50,,,,,"DARK HORSE"
"466/0200","SAVAGE SWORD OF CONAN TP VOL 13  ",,12.50,,,,,"DARK HORSE"
"466/0201","SAVAGE SWORD OF CONAN TP VOL 14  ",,12.50,,,,,"DARK HORSE"
"466/0202","KING CONAN CONQUEROR #2 (OF 6)",,2.35,,,,,"DARK HORSE"
"466/0203","CONAN AND PEOPLE OF BLACK CIRCLE HC  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0204","SAMURAI EXECUTIONER OMNIBUS TP VOL 01   ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0205","LONE WOLF & CUB OMNIBUS TP VOL 01  ",,12.50,,,,,"DARK HORSE"
"466/0206","LONE WOLF & CUB OMNIBUS TP VOL 02  ",,12.50,,,,,"DARK HORSE"
"466/0207","LONE WOLF & CUB OMNIBUS TP VOL 03  ",,12.50,,,,,"DARK HORSE"
"466/0208","BLADE IMMORTAL VOL 29 BEYOND GOOD & EVIL   ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0209","TRIGUN MAXIMUM OMNIBUS TP VOL 03 (RES)  ","our price",10.87,"reduced from","£14.99",,,"DARK HORSE"
"466/0210","CLASSIC MARVEL UNCANNY X-MEN 94 #1 STORM  ",,38.38,,,1,,"DARK HORSE"
"466/0211","CLASSIC MARVEL CHARACTERS X-MEN #1 CYCLOPS   ",,38.38,,,1,,"DARK HORSE"
"466/0212","CLASSIC MARVEL CHARACTERS X-MEN #2 ANGEL   ",,38.38,,,1,,"DARK HORSE"
"466/0213","CLASSIC MARV CHARACTERS X-MEN #3 MARVEL GIRL   ",,38.38,,,1,,"DARK HORSE"
"466/0214","CLASSIC MARVEL CHARACTERS #1 SPIDER-MAN   ",,38.38,,,1,,"DARK HORSE"
"466/0215","CLASSIC MARVEL CHARACTERS #2 THE HULK (O/A)  ",,38.38,,,1,,"DARK HORSE"
"466/0216","CLASSIC MARVEL CHARACTERS #3 IRON MAN   ",,38.38,,,1,,"DARK HORSE"
"466/0224","DOMO PARTY LIGHTS   ",,11.94,,,1,,"DARK HORSE"
"466/0225","DOMO JAPANESE COASTER SET   ",,7.67,,,1,,"DARK HORSE"
"466/0226","DOMO JAPANESE PLAYING CARDS   ",,3.84,,,1,,"DARK HORSE"
"466/0227","DOMO & FRIENDS FIGURE SET   ",,14.08,,,1,,"DARK HORSE"
"466/0228","DOMO SNOWBOARDING ORNAMENT   ",,11.94,,,1,,"DARK HORSE"
"466/0229","DOMO ASTRONAUT ORNAMENT   ",,11.94,,,1,,"DARK HORSE"
"466/0230","DOMO & FRIENDS IN BOBSLED ORNAMENT   ",,11.94,,,1,,"DARK HORSE"
"466/0231","DOMO JAPANESE MUG   ",,10.22,,,1,,"DARK HORSE"
"466/0232","DOMO QEE SERIES 5 DISPLAY CASE   ",,102.30,,,1,,"DARK HORSE"
"466/0233","DOMO QEE SERIES 4 MYSTERY DISPLAY CASE   ",,102.30,,,1,,"DARK HORSE"
"466/0234","GOOD LUCK TROLLS MYSTERY BOX ASST SERIES 2   ",,89.54,,,1,,"DARK HORSE"
"466/0235","GOOD LUCK TROLLS MYSTERY BOX ASST SERIES 3   ",,89.54,,,1,,"DARK HORSE"
"466/0237","FOREVER EVIL #7 (OF 7)",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0238","FOREVER EVIL #7 (OF 7) VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0239","FOREVER EVIL #7 (OF 7) VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0240","FOREVER EVIL #7 (OF 7) VAR 1-50 ED",,19.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0241","FOREVER EVIL #7 (OF 7) VAR 1-100 ED",,34.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0242","FOREVER EVIL #7 (OF 7) COMBO PACK",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0243","JUSTICE LEAGUE #29 (EVIL)",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0244","JUSTICE LEAGUE #29 VAR 1-25 ED (EVIL)",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0245","JUSTICE LEAGUE #29 COMBO PACK (EVIL)",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0246","JUSTICE LEAGUE OF AMERICA #13 (EVIL)",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0247","JUSTICE LEAGUE OF AMERICA #13 VAR 1-25 ED (EVIL)",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0248","JUSTICE LEAGUE OF AMERICA #13 COMBO PACK (EVIL)",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0249","FOREVER EVIL ARGUS #6 (OF 6)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0250","FOREVER EVIL ARGUS #6 (OF 6) VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0251","FOREVER EVIL ARKHAM WAR #6 (OF 6)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0252","FOREVER EVIL ARKHAM WAR #6 (OF 6) VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0253","FOREVER EVIL ROGUES REBELLION #6 (OF 6)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0254","FOREVER EVIL ROGUES REBELLION #6 (OF 6) VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0255","TRINITY OF SIN THE PHANTOM STRANGER #17 (EVIL)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0256","CONSTANTINE #12 (EVIL)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0257","TRINITY OF SIN PANDORA #9 (EVIL)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0258","JUSTICE LEAGUE DARK #29 (EVIL)",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0259","JUSTICE LEAGUE DARK #29 VAR 1-25 ED (EVIL)",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0260","SUICIDE SQUAD #29 (EVIL)",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0261","SUICIDE SQUAD AMANDA WALLER #1",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0262","AQUAMAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
